GameID AgentName Player Round FinalScore Win Cellar Market Militia Mine Moat Remodel Smithy Village Woodcutter Workshop Curse Gold Silver Copper Estate Duchy Province
1 CatDog 0 10 39 1.0 2 1 1 1 2 0 2 2 0 1 0 2 1 8 3 0 0
1 TheMule 1 10 27 0 0 1 0 0 1 0 2 2 1 0 0 1 3 7 3 0 0
1 CatDog 0 11 39 1.0 2 1 1 2 2 0 2 2 0 1 0 2 2 7 3 0 0
1 TheMule 1 11 27 0 0 1 0 0 1 0 2 3 1 0 0 1 3 7 3 0 0
1 CatDog 0 12 39 1.0 2 1 1 2 2 0 2 2 0 1 0 2 3 7 3 0 0
1 TheMule 1 12 27 0 0 1 0 1 1 0 2 3 1 0 0 1 3 7 3 0 0
1 CatDog 0 13 39 1.0 2 1 1 2 2 0 2 4 0 1 0 2 4 6 3 0 0
1 TheMule 1 13 27 0 0 2 0 1 1 0 2 3 1 0 0 1 3 7 3 0 0
1 CatDog 0 14 39 1.0 2 1 1 2 2 0 2 4 0 1 0 3 4 6 3 0 0
1 TheMule 1 14 27 0 1 2 0 1 1 0 3 3 1 0 0 1 3 7 3 0 0
1 CatDog 0 15 39 1.0 2 1 1 2 2 0 2 4 0 1 0 3 5 5 3 1 0
1 TheMule 1 15 27 0 1 2 0 1 1 0 3 5 1 0 0 1 3 7 3 0 0
1 CatDog 0 16 39 1.0 2 1 1 2 2 0 2 4 0 1 0 3 5 5 3 1 1
1 TheMule 1 16 27 0 1 2 0 2 1 0 4 5 1 0 0 1 4 6 3 0 0
1 CatDog 0 17 39 1.0 2 1 1 2 2 0 2 4 0 1 0 3 5 5 3 2 1
1 TheMule 1 17 27 0 1 2 0 3 2 0 4 5 1 0 0 1 4 6 3 0 1
1 CatDog 0 18 39 1.0 2 1 1 2 2 0 2 4 0 1 0 3 6 4 3 2 2
1 TheMule 1 18 27 0 1 2 0 3 2 0 4 6 1 0 0 1 5 5 3 0 1
1 CatDog 0 19 39 1.0 2 1 1 2 2 0 2 4 0 1 0 3 6 4 3 3 2
1 TheMule 1 19 27 0 1 3 0 3 2 0 4 6 1 0 0 1 5 5 3 0 1
1 CatDog 0 20 39 1.0 2 1 1 2 2 0 2 4 0 1 0 3 6 4 3 3 3
1 TheMule 1 20 27 0 2 3 0 3 2 0 4 6 1 0 0 1 6 4 3 0 2
1 CatDog 0 21 39 1.0 2 1 1 2 2 0 2 4 0 1 0 3 7 3 3 4 3
1 TheMule 1 21 27 0 2 3 0 3 2 0 5 6 1 0 0 2 5 4 3 0 2
1 CatDog 0 22 39 1.0 2 1 1 2 2 0 2 4 0 1 0 3 7 3 3 4 4
1 TheMule 1 22 27 0 2 3 0 3 2 0 5 6 1 0 0 2 5 4 3 0 3
1 CatDog 0 23 39 1.0 2 1 1 2 2 0 2 4 0 1 0 3 7 3 3 4 4
1 TheMule 1 23 27 0 2 3 0 3 2 0 5 6 1 0 0 4 3 4 3 0 4
2 Platinus 0 0 26 1.0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 3 0 0
2 hook 1 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 3 0 0
2 Platinus 0 1 26 1.0 0 0 0 0 0 0 0 0 0 1 0 0 1 7 3 0 0
2 hook 1 1 24 0 0 0 0 0 0 0 0 0 0 1 0 0 1 7 3 0 0
2 Platinus 0 2 26 1.0 0 0 0 1 0 0 0 0 0 1 0 0 1 7 3 0 0
2 hook 1 2 24 0 0 0 0 0 0 1 0 1 0 1 0 0 1 7 3 0 0
2 Platinus 0 3 26 1.0 0 0 0 1 0 1 0 1 0 1 0 0 1 7 3 0 0
2 hook 1 3 24 0 0 0 0 0 0 1 0 2 0 1 0 0 1 7 3 0 0
2 Platinus 0 4 26 1.0 0 0 0 1 0 2 0 1 0 1 0 0 1 7 3 0 0
2 hook 1 4 24 0 0 0 0 0 0 1 0 2 0 1 0 0 2 7 3 0 0
2 Platinus 0 5 26 1.0 0 0 0 1 0 2 0 2 0 1 0 0 2 6 3 0 0
2 hook 1 5 24 0 0 0 0 0 0 2 0 3 0 1 0 0 2 7 2 0 0
2 Platinus 0 6 26 1.0 0 1 0 1 0 2 0 3 0 0 0 0 2 6 3 0 0
2 hook 1 6 24 0 0 0 0 1 0 2 1 3 0 1 0 0 2 7 2 0 0
2 Platinus 0 7 26 1.0 0 1 0 1 0 3 0 3 0 0 0 0 2 6 3 0 0
2 hook 1 7 24 0 0 0 0 1 1 2 1 4 0 1 0 0 2 6 2 0 0
2 Platinus 0 8 26 1.0 0 1 1 1 0 3 0 3 0 0 0 1 1 6 3 0 0
2 hook 1 8 24 0 0 0 0 1 1 4 1 4 0 1 0 0 2 6 1 0 0
2 Platinus 0 9 26 1.0 0 1 1 1 1 2 0 3 0 0 0 2 1 6 3 0 0
2 hook 1 9 24 0 0 0 0 1 2 4 1 5 0 1 0 0 2 5 1 0 0
2 Platinus 0 10 26 1.0 0 1 1 1 1 2 0 4 0 0 0 2 2 5 3 0 0
2 hook 1 10 24 0 0 0 0 1 2 4 1 6 0 1 0 1 1 5 1 0 0
2 Platinus 0 11 26 1.0 0 1 1 1 1 2 0 4 0 0 0 1 3 5 3 0 1
2 hook 1 11 24 0 0 0 0 1 2 4 1 6 0 1 0 1 0 5 1 0 1
2 Platinus 0 12 26 1.0 0 1 1 1 1 2 0 4 0 0 0 1 3 5 3 0 2
2 hook 1 12 24 0 0 0 0 1 2 7 1 6 0 1 0 0 0 5 0 0 2
2 Platinus 0 13 26 1.0 0 2 1 1 1 2 0 4 0 0 0 1 4 4 3 0 2
2 hook 1 13 24 0 0 0 0 1 1 7 2 6 0 1 0 0 0 5 0 0 2
2 Platinus 0 14 26 1.0 0 2 1 1 2 2 1 4 0 0 0 1 4 4 2 0 2
2 hook 1 14 24 0 0 0 0 1 2 6 2 6 0 1 0 1 0 4 0 0 2
2 Platinus 0 15 26 1.0 0 2 1 1 3 2 1 4 0 0 0 1 4 4 2 0 3
2 hook 1 15 24 0 0 0 0 1 2 5 2 6 0 2 0 2 1 3 0 0 2
2 Platinus 0 16 26 1.0 0 2 1 1 3 2 2 4 0 0 0 1 5 4 1 0 3
2 hook 1 16 24 0 0 0 0 1 1 5 4 6 0 2 0 1 1 3 0 0 3
2 Platinus 0 17 26 1.0 0 2 1 1 3 2 3 4 0 0 0 1 6 3 1 0 3
2 hook 1 17 24 0 0 0 0 1 2 5 4 6 0 2 0 0 1 3 0 0 4
2 Platinus 0 18 26 1.0 0 2 1 1 3 2 3 4 0 0 0 0 6 3 2 0 4
2 hook 1 18 24 0 0 0 0 1 2 5 4 6 0 2 0 0 1 3 0 0 4
3 nishadham 0 0 54 1.0 1 0 0 0 0 0 0 0 0 0 0 0 0 7 3 0 0
3 schw 1 0 29 0 0 0 0 0 0 0 1 0 0 0 0 0 0 7 3 0 0
3 nishadham 0 1 54 1.0 1 1 0 0 0 0 0 0 0 0 0 0 0 7 3 0 0
3 schw 1 1 29 0 0 0 0 0 0 0 1 0 1 0 0 0 0 7 3 0 0
3 nishadham 0 2 54 1.0 1 1 0 0 0 0 0 0 0 0 0 0 1 7 3 0 0
3 schw 1 2 29 0 0 1 0 0 0 0 1 0 1 0 0 0 0 7 3 0 0
3 nishadham 0 3 54 1.0 1 1 0 0 0 0 1 0 0 0 0 0 1 7 3 0 0
3 schw 1 3 29 0 0 1 0 0 0 0 1 0 1 1 0 0 0 7 3 0 0
3 nishadham 0 4 54 1.0 1 1 0 0 0 0 1 0 0 0 0 0 2 7 3 0 0
3 schw 1 4 29 0 0 2 0 0 0 0 1 0 1 1 0 0 0 7 3 0 0
3 nishadham 0 5 54 1.0 1 2 0 0 0 0 1 0 0 0 0 0 2 7 3 0 0
3 schw 1 5 29 0 0 2 0 0 0 0 2 0 1 1 0 0 0 8 3 0 0
3 nishadham 0 6 54 1.0 1 2 0 1 0 0 1 0 0 0 0 0 2 7 3 0 0
3 schw 1 6 29 0 0 2 0 0 0 0 2 0 1 1 0 0 1 9 3 0 0
3 nishadham 0 7 54 1.0 1 2 0 1 0 0 1 0 0 0 0 1 2 7 3 0 0
3 schw 1 7 29 0 0 3 0 0 0 0 2 0 1 1 0 0 1 9 3 0 0
3 nishadham 0 8 54 1.0 2 2 0 1 0 0 1 0 0 0 0 1 4 6 3 0 0
3 schw 1 8 29 0 0 3 0 0 0 0 2 0 1 1 0 1 1 11 3 0 0
3 nishadham 0 9 54 1.0 3 2 0 1 0 0 1 0 0 0 0 2 4 6 3 0 0
3 schw 1 9 29 0 0 3 0 0 0 0 3 0 1 1 0 1 1 12 3 0 0
3 nishadham 0 10 54 1.0 3 2 0 1 0 0 1 0 0 0 0 3 4 6 3 0 0
3 schw 1 10 29 0 0 3 0 0 0 0 3 0 1 1 0 1 1 12 3 0 1
3 nishadham 0 11 54 1.0 3 2 0 1 0 0 2 0 0 0 0 4 3 6 3 0 0
3 schw 1 11 29 0 0 4 0 0 0 0 3 0 1 1 0 1 1 12 4 0 1
3 nishadham 0 12 54 1.0 3 2 0 2 0 0 2 0 0 0 0 4 3 6 3 0 0
3 schw 1 12 29 0 0 4 0 0 0 0 3 1 1 1 0 1 1 12 5 0 1
3 nishadham 0 13 54 1.0 3 2 0 2 0 0 2 0 0 0 0 4 3 6 3 0 1
3 schw 1 13 29 0 0 4 0 0 0 0 3 2 1 1 0 1 1 12 5 0 1
3 nishadham 0 14 54 1.0 3 2 0 2 0 0 2 0 0 0 0 4 4 5 3 0 2
3 schw 1 14 29 0 0 4 0 0 0 0 3 3 1 1 0 1 1 13 5 0 1
3 nishadham 0 15 54 1.0 3 2 0 2 0 0 2 0 0 0 0 4 4 5 3 0 3
3 schw 1 15 29 0 0 5 0 0 0 0 3 3 1 1 0 1 1 13 5 0 1
3 nishadham 0 16 54 1.0 3 2 0 2 0 0 2 0 0 0 0 6 3 5 3 0 3
3 schw 1 16 29 0 0 6 0 0 1 0 3 3 1 1 0 1 1 13 5 0 1
3 nishadham 0 17 54 1.0 3 2 0 2 0 0 2 0 0 0 0 6 3 5 3 0 4
3 schw 1 17 29 0 0 7 0 0 2 0 3 3 1 1 0 1 1 13 5 0 1
3 nishadham 0 18 54 1.0 3 2 0 2 0 0 2 0 0 0 0 6 3 5 3 0 5
3 schw 1 18 29 0 0 7 0 0 2 0 3 3 1 1 0 1 2 13 5 0 1
3 nishadham 0 19 54 1.0 3 2 0 2 0 0 2 0 0 0 0 6 4 4 3 1 5
3 schw 1 19 29 0 0 7 0 0 2 0 3 3 1 1 0 1 2 13 5 1 1
3 nishadham 0 20 54 1.0 3 2 0 2 0 0 2 0 0 0 0 6 4 4 3 1 6
3 schw 1 20 29 0 0 7 0 0 2 0 3 3 1 1 0 1 2 13 5 2 1
3 nishadham 0 21 54 1.0 4 2 0 2 0 0 2 0 0 0 0 7 3 4 3 2 6
3 schw 1 21 29 0 0 7 0 0 2 0 3 3 1 1 0 1 2 13 5 4 1
3 nishadham 0 22 54 1.0 4 2 0 2 0 0 2 0 0 0 0 7 3 4 3 3 6
3 schw 1 22 29 0 0 7 0 0 2 0 3 3 1 1 0 1 2 13 5 5 1
3 nishadham 0 23 54 1.0 4 2 0 2 0 0 2 0 0 0 0 7 3 4 3 3 7
3 schw 1 23 29 0 0 7 0 0 2 0 3 3 1 1 0 1 2 13 8 5 1
4 adamjmac 0 0 36 1.0 0 0 0 1 0 0 0 0 0 0 0 0 0 7 3 0 0
4 rPod 1 0 30 0 0 0 0 0 0 0 0 1 0 0 0 0 0 7 3 0 0
4 adamjmac 0 1 36 1.0 1 0 0 1 0 0 0 0 0 0 0 0 0 7 3 0 0
4 rPod 1 1 30 0 0 0 0 0 0 0 1 1 0 0 0 0 0 7 3 0 0
4 adamjmac 0 2 36 1.0 1 0 0 1 0 0 0 1 0 0 0 0 1 6 3 0 0
4 rPod 1 2 30 0 0 0 0 0 0 0 1 2 0 0 0 0 0 7 3 0 0
4 adamjmac 0 3 36 1.0 1 0 0 1 0 0 1 1 0 0 0 0 1 6 3 0 0
4 rPod 1 3 30 0 0 0 0 0 0 0 1 2 0 0 0 0 1 7 3 0 0
4 adamjmac 0 4 36 1.0 1 0 0 1 0 0 1 2 0 0 0 0 1 6 3 0 0
4 rPod 1 4 30 0 0 0 0 1 0 0 1 2 0 0 0 0 1 7 3 0 0
4 adamjmac 0 5 36 1.0 1 1 0 1 0 0 1 2 0 0 0 1 0 6 3 0 0
4 rPod 1 5 30 0 0 0 0 1 0 0 1 2 0 0 0 1 1 7 3 0 0
4 adamjmac 0 6 36 1.0 1 2 0 1 1 0 1 2 0 0 0 1 1 5 3 0 0
4 rPod 1 6 30 0 0 0 0 1 0 0 1 3 0 0 0 1 1 7 3 0 0
4 adamjmac 0 7 36 1.0 1 2 0 1 1 0 1 2 0 0 0 1 2 4 3 0 1
4 rPod 1 7 30 0 0 1 0 1 0 0 1 3 0 0 0 2 0 7 3 0 0
4 adamjmac 0 8 36 1.0 1 2 0 1 1 0 1 2 0 0 0 1 3 3 3 0 2
4 rPod 1 8 30 0 0 1 0 1 0 0 1 4 0 0 0 2 0 7 3 0 0
4 adamjmac 0 9 36 1.0 1 3 0 1 1 0 1 2 0 0 0 1 3 3 3 0 2
4 rPod 1 9 30 0 0 1 1 1 0 0 1 5 0 0 0 2 0 7 3 0 0
4 adamjmac 0 10 36 1.0 1 3 0 1 1 0 1 4 0 0 0 1 3 3 3 0 2
4 rPod 1 10 30 0 0 1 1 1 0 0 1 5 0 0 0 3 1 6 3 0 0
4 adamjmac 0 11 36 1.0 1 3 0 1 1 0 1 5 0 0 0 1 4 2 3 0 3
4 rPod 1 11 30 0 0 1 1 1 0 0 1 5 0 0 0 4 2 5 3 0 0
4 adamjmac 0 12 36 1.0 1 3 0 2 1 0 1 5 0 0 0 1 4 2 3 0 3
4 rPod 1 12 30 0 0 2 1 1 0 0 1 5 0 0 0 4 2 5 3 0 0
4 adamjmac 0 13 36 1.0 1 3 0 2 1 0 1 5 0 0 0 1 4 2 3 1 4
4 rPod 1 13 30 0 1 3 1 1 0 0 1 5 0 0 0 4 3 4 3 0 1
4 adamjmac 0 14 36 1.0 2 3 0 2 1 0 1 5 0 0 0 2 4 1 3 1 4
4 rPod 1 14 30 0 1 3 1 1 0 0 1 5 0 1 0 4 3 4 3 0 1
4 adamjmac 0 15 36 1.0 2 3 0 2 1 0 1 5 0 0 0 2 4 1 3 2 4
4 rPod 1 15 30 0 2 3 1 1 0 0 1 5 0 1 0 4 3 4 3 1 1
4 adamjmac 0 16 36 1.0 2 3 0 2 1 1 1 5 0 0 0 2 5 0 3 2 4
4 rPod 1 16 30 0 2 3 1 1 0 0 1 5 0 1 0 4 3 4 3 1 2
4 adamjmac 0 17 36 1.0 2 4 0 2 1 1 1 5 0 0 0 2 5 0 3 2 4
4 rPod 1 17 30 0 2 3 2 1 0 0 1 5 0 1 0 4 3 4 3 2 2
4 adamjmac 0 18 36 1.0 2 5 0 2 1 1 1 5 0 0 0 3 4 0 3 2 4
4 rPod 1 18 30 0 2 3 2 1 0 1 1 5 0 1 0 5 2 4 3 2 2
4 adamjmac 0 19 36 1.0 3 5 0 2 1 1 1 5 0 0 0 3 4 0 3 2 4
4 rPod 1 19 30 0 2 4 2 1 0 1 1 5 0 1 0 5 2 4 3 2 2
4 adamjmac 0 20 36 1.0 5 5 0 2 1 1 1 5 0 0 0 3 4 0 3 2 4
4 rPod 1 20 30 0 2 4 3 1 0 1 1 5 0 1 0 5 2 4 3 3 2
4 adamjmac 0 21 36 1.0 6 5 0 2 1 1 1 5 0 0 0 3 4 0 3 3 4
4 rPod 1 21 30 0 2 5 3 1 0 1 1 5 0 1 0 5 2 4 3 3 2
4 adamjmac 0 22 36 1.0 7 5 0 2 1 1 1 5 0 0 0 4 3 0 3 3 4
4 rPod 1 22 30 0 2 5 3 1 0 2 1 5 0 1 0 5 2 4 3 4 2
4 adamjmac 0 23 36 1.0 7 5 0 2 1 1 1 5 0 0 0 4 3 0 3 3 4
4 rPod 1 23 30 0 2 5 3 1 0 2 1 5 0 1 0 5 2 4 3 5 2
5 slemdog 0 0 33 1.0 0 0 0 0 0 0 1 0 0 0 0 0 0 7 3 0 0
5 "D Quad" 1 0 23 0 0 0 0 0 0 0 0 1 0 0 0 0 0 7 3 0 0
5 slemdog 0 1 33 1.0 0 0 0 0 0 0 1 0 0 0 0 0 1 7 3 0 0
5 "D Quad" 1 1 23 0 1 0 0 0 0 0 0 1 0 0 0 0 0 7 3 0 0
5 slemdog 0 2 33 1.0 0 0 0 1 0 0 1 0 0 0 0 0 1 7 3 0 0
5 "D Quad" 1 2 23 0 1 0 0 0 0 0 0 2 0 0 0 0 0 7 3 0 0
5 slemdog 0 3 33 1.0 0 0 0 1 0 0 1 1 0 0 0 0 1 7 3 0 0
5 "D Quad" 1 3 23 0 2 0 0 0 0 0 0 2 0 0 0 0 0 7 3 0 0
5 slemdog 0 4 33 1.0 0 1 0 1 0 0 1 1 0 0 0 0 1 7 3 0 0
5 "D Quad" 1 4 23 0 2 0 0 0 0 0 0 2 0 0 0 0 1 7 3 0 0
5 slemdog 0 5 33 1.0 0 2 0 1 0 0 1 1 0 0 0 0 2 6 3 0 0
5 "D Quad" 1 5 23 0 2 0 0 0 0 0 0 2 0 0 0 0 2 7 3 0 0
5 slemdog 0 6 33 1.0 0 2 0 1 0 0 1 2 0 0 0 0 2 6 3 0 0
5 "D Quad" 1 6 23 0 2 0 0 0 0 0 0 2 0 0 0 0 3 7 3 0 0
5 slemdog 0 7 33 1.0 0 2 0 1 0 0 1 2 0 0 0 1 3 5 3 0 0
5 "D Quad" 1 7 23 0 2 0 0 0 0 0 0 2 0 0 0 0 4 7 3 0 0
5 slemdog 0 8 33 1.0 0 2 0 1 0 0 1 3 0 0 0 1 3 5 3 0 0
5 "D Quad" 1 8 23 0 2 1 0 0 0 0 0 2 0 0 0 0 4 7 3 0 0
5 slemdog 0 9 33 1.0 0 3 0 1 0 0 1 3 0 0 0 2 3 5 3 0 0
5 "D Quad" 1 9 23 0 2 1 0 0 0 1 0 2 0 0 0 0 4 7 3 0 0
5 slemdog 0 10 33 1.0 0 4 0 1 0 0 1 3 0 0 0 2 4 4 3 0 0
5 "D Quad" 1 10 23 0 2 2 0 0 0 1 0 2 0 0 0 0 4 7 3 0 0
5 slemdog 0 11 33 1.0 0 4 0 1 0 0 1 3 0 0 0 2 4 4 3 0 1
5 "D Quad" 1 11 23 0 2 2 0 0 1 1 0 2 0 0 0 0 5 6 3 0 0
5 slemdog 0 12 33 1.0 0 4 0 1 0 0 2 5 0 0 0 2 4 4 3 0 1
5 "D Quad" 1 12 23 0 2 3 0 0 1 1 0 2 0 0 0 0 5 6 3 0 0
5 slemdog 0 13 33 1.0 0 4 0 1 0 0 2 5 0 0 0 2 4 4 3 0 2
5 "D Quad" 1 13 23 0 2 4 0 0 1 1 0 2 0 0 0 0 5 6 3 0 0
5 slemdog 0 14 33 1.0 0 5 0 1 0 0 3 5 0 0 0 2 5 3 3 0 2
5 "D Quad" 1 14 23 0 2 5 0 0 1 1 0 2 0 0 0 0 5 6 3 0 0
5 slemdog 0 15 33 1.0 0 5 0 1 0 0 3 5 0 0 0 2 5 3 3 0 3
5 "D Quad" 1 15 23 0 2 5 0 0 1 1 0 2 0 0 0 0 5 6 3 0 1
5 slemdog 0 16 33 1.0 0 5 0 1 0 0 3 5 0 0 0 2 6 2 3 0 5
5 "D Quad" 1 16 23 0 2 5 0 0 1 1 0 3 0 0 0 0 5 5 4 0 1
5 slemdog 0 17 33 1.0 0 5 0 1 0 0 3 5 0 0 0 3 6 2 3 0 5
5 "D Quad" 1 17 23 0 2 5 0 0 1 1 0 3 0 0 0 0 5 5 4 0 2
5 slemdog 0 18 33 1.0 0 5 0 1 0 0 3 5 0 0 0 3 6 2 3 0 5
5 "D Quad" 1 18 23 0 2 5 0 0 1 1 0 3 0 0 0 0 5 5 5 0 3
6 cooldude 0 0 33 1.0 0 0 1 0 0 0 0 0 0 0 0 0 0 7 3 0 0
6 bloodburn 1 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 3 0 0
6 cooldude 0 1 33 1.0 0 0 1 0 0 0 0 0 0 0 0 0 1 7 3 0 0
6 bloodburn 1 1 20 0 0 0 1 0 0 0 0 0 0 0 0 0 1 7 3 0 0
6 cooldude 0 2 33 1.0 0 0 1 0 0 0 0 0 0 0 0 1 1 7 3 0 0
6 bloodburn 1 2 20 0 0 0 1 1 0 0 0 0 0 0 0 0 1 7 3 0 0
6 cooldude 0 3 33 1.0 1 0 1 0 0 0 0 0 0 0 0 1 1 7 3 0 0
6 bloodburn 1 3 20 0 0 0 1 1 0 1 0 0 0 0 0 0 1 7 3 0 0
6 cooldude 0 4 33 1.0 1 0 1 0 0 0 0 0 0 0 0 2 1 7 3 0 0
6 bloodburn 1 4 20 0 1 0 1 1 0 1 0 1 0 0 0 0 1 6 3 0 0
6 cooldude 0 5 33 1.0 1 0 1 1 0 0 0 0 0 0 0 2 1 7 3 0 0
6 bloodburn 1 5 20 0 1 0 1 1 0 1 1 1 0 0 0 1 0 6 3 0 0
6 cooldude 0 6 33 1.0 1 0 1 1 0 0 0 1 0 0 0 2 1 7 3 0 0
6 bloodburn 1 6 20 0 1 0 1 1 0 1 1 2 0 0 0 1 0 6 3 0 0
6 cooldude 0 7 33 1.0 1 0 1 1 0 0 0 1 0 0 0 3 1 7 3 0 0
6 bloodburn 1 7 20 0 1 1 1 1 0 1 1 2 0 0 0 1 1 5 3 0 0
6 cooldude 0 8 33 1.0 1 0 1 1 0 0 0 1 0 0 0 4 2 6 3 0 0
6 bloodburn 1 8 20 0 1 1 1 1 0 1 1 2 0 0 0 1 2 4 3 0 1
6 cooldude 0 9 33 1.0 1 0 1 1 0 0 0 1 0 0 0 4 2 6 3 0 1
6 bloodburn 1 9 20 0 1 1 1 1 1 2 1 2 0 0 0 1 2 4 2 0 1
6 cooldude 0 10 33 1.0 1 1 1 1 0 0 0 1 0 0 0 4 2 6 3 0 1
6 bloodburn 1 10 20 0 1 2 1 1 1 2 1 3 0 0 0 1 2 4 2 0 1
6 cooldude 0 11 33 1.0 1 1 1 1 0 0 0 1 0 0 0 6 1 6 3 0 1
